transaction_id,amount,failure_reason,payment_method,customer_type,attempts,previous_success_rate,previous_failed_payments,customer_tenure_months,hours_since_failure,recovered
TXN01106,4883,technical_error,net_banking,new,2,0.76,5,9,62,0
TXN01107,11425,technical_error,credit_card,regular,1,0.72,6,48,1,0
TXN01108,11711,technical_error,upi,new,3,0.75,6,57,68,0
TXN01109,893,technical_error,net_banking,new,3,0.93,6,34,29,1
TXN01110,6213,insufficient_funds,upi,new,2,0.64,1,24,15,0
TXN01111,11325,insufficient_funds,credit_card,regular,2,0.63,2,14,1,0
TXN01112,9519,card_expired,debit_card,regular,3,0.65,0,60,60,0
TXN01113,14099,card_expired,credit_card,regular,1,0.72,2,20,46,1
TXN01114,5929,insufficient_funds,net_banking,regular,1,0.37,3,13,11,0
TXN01115,14921,insufficient_funds,net_banking,new,2,0.3,6,43,33,0
TXN01116,6677,bank_decline,upi,regular,2,0.91,4,52,35,1
TXN01117,7385,card_expired,debit_card,new,2,0.81,0,23,26,1
TXN01118,4867,network_error,debit_card,regular,2,0.81,0,11,26,0
TXN01119,11099,bank_decline,credit_card,regular,2,0.67,6,44,17,0
TXN01120,12723,card_expired,net_banking,new,1,0.95,6,2,17,1
TXN01121,8392,network_error,debit_card,new,3,0.86,3,39,2,1
TXN01122,4942,bank_decline,net_banking,new,2,0.47,1,47,66,0
TXN01123,4806,network_error,upi,loyal,1,0.75,3,13,61,1
TXN01124,13470,network_error,debit_card,new,3,0.73,1,15,16,1
TXN01125,828,bank_decline,debit_card,new,2,0.31,1,6,7,0
TXN01126,8801,bank_decline,debit_card,new,2,0.59,0,33,55,0
TXN01127,5185,network_error,upi,regular,2,0.94,5,27,32,1
TXN01128,979,insufficient_funds,credit_card,new,1,0.75,2,14,37,0
TXN01129,10137,network_error,net_banking,new,2,0.94,2,22,39,1
TXN01130,11160,network_error,debit_card,regular,2,0.8,2,48,68,1
TXN01131,4103,bank_decline,debit_card,loyal,2,0.36,0,9,16,1
TXN01132,14684,insufficient_funds,debit_card,loyal,2,0.93,0,35,44,1
TXN01133,7969,insufficient_funds,debit_card,new,1,0.43,4,46,33,0
TXN01134,12641,technical_error,upi,regular,2,0.73,0,59,56,1
TXN01135,7064,technical_error,credit_card,new,3,0.49,1,19,6,0
TXN01136,1196,insufficient_funds,net_banking,regular,3,0.66,4,5,22,0
TXN01137,8544,card_expired,net_banking,regular,3,0.48,1,1,21,0
TXN01138,9901,network_error,net_banking,loyal,3,0.79,2,20,29,1
TXN01139,4599,technical_error,credit_card,new,1,0.33,1,19,6,0
TXN01140,14676,bank_decline,debit_card,regular,1,0.74,1,53,27,0
TXN01141,222,bank_decline,upi,regular,1,0.94,4,17,18,1
TXN01142,10218,bank_decline,upi,new,3,0.85,6,23,29,0
TXN01143,4782,insufficient_funds,upi,new,3,0.75,6,50,14,0
TXN01144,11474,card_expired,upi,loyal,3,0.71,1,53,57,1
TXN01145,4603,insufficient_funds,net_banking,new,2,0.46,5,28,48,0
TXN01146,8048,network_error,net_banking,new,2,0.43,6,12,25,0
TXN01147,12151,insufficient_funds,upi,new,2,0.41,1,53,51,0
TXN01148,3277,network_error,debit_card,new,2,0.47,5,26,13,0
TXN01149,2449,network_error,credit_card,regular,2,0.31,6,1,6,1
TXN01150,12817,network_error,upi,new,3,0.71,6,1,14,0
TXN01151,13606,bank_decline,credit_card,new,1,0.63,4,58,57,0
TXN01152,5236,bank_decline,net_banking,new,1,0.34,5,18,70,0
TXN01153,13715,network_error,credit_card,loyal,2,0.37,6,27,19,1
TXN01154,3875,network_error,debit_card,regular,2,0.4,5,19,29,0
TXN01155,11413,card_expired,credit_card,regular,1,0.97,1,7,37,1
TXN01156,10287,bank_decline,credit_card,regular,1,0.91,4,10,23,0
TXN01157,5686,technical_error,debit_card,loyal,2,0.4,5,44,39,0
TXN01158,4902,bank_decline,credit_card,regular,2,0.75,2,52,10,0
TXN01159,14318,insufficient_funds,debit_card,regular,1,0.57,5,51,62,0
TXN01160,2054,technical_error,net_banking,loyal,2,0.4,2,9,24,0
TXN01161,5977,bank_decline,net_banking,regular,2,0.77,3,39,43,1
TXN01162,10914,insufficient_funds,net_banking,regular,3,0.64,4,32,69,0
TXN01163,3970,card_expired,credit_card,loyal,3,0.59,4,50,29,0
TXN01164,4053,bank_decline,credit_card,new,1,0.55,3,9,15,1
TXN01165,5923,bank_decline,debit_card,regular,2,0.4,6,36,54,0
TXN01166,13763,insufficient_funds,credit_card,loyal,1,0.38,5,46,19,0
TXN01167,631,card_expired,upi,new,3,0.37,4,5,62,0
TXN01168,14461,insufficient_funds,credit_card,new,2,0.4,1,5,2,0
TXN01169,13531,card_expired,debit_card,new,2,0.81,5,34,39,0
TXN01170,12038,bank_decline,net_banking,loyal,3,0.31,0,10,8,0
TXN01171,726,technical_error,debit_card,loyal,1,0.31,6,28,59,0
TXN01172,13790,bank_decline,upi,loyal,1,0.59,1,18,12,0
TXN01173,2250,insufficient_funds,net_banking,loyal,1,0.45,1,53,72,0
TXN01174,1464,card_expired,net_banking,regular,3,0.74,6,25,22,0
TXN01175,6286,card_expired,debit_card,regular,1,0.37,2,39,43,1
TXN01176,4823,insufficient_funds,credit_card,new,1,0.71,6,59,40,1
TXN01177,3505,network_error,debit_card,regular,1,0.96,4,3,62,1
TXN01178,5354,network_error,upi,new,2,0.81,3,33,25,1
TXN01179,6600,bank_decline,debit_card,loyal,3,0.37,3,58,65,1
TXN01180,13429,insufficient_funds,credit_card,loyal,2,0.62,6,55,5,0
TXN01181,2682,card_expired,credit_card,loyal,1,0.95,1,57,28,0
TXN01182,10918,insufficient_funds,debit_card,loyal,3,0.97,4,42,67,0
TXN01183,5793,card_expired,debit_card,regular,2,0.55,6,28,6,0
TXN01184,12884,card_expired,debit_card,new,3,0.71,1,37,64,1
TXN01185,444,insufficient_funds,upi,loyal,1,0.64,3,21,22,0
TXN01186,2845,network_error,upi,loyal,2,0.54,0,12,59,1
TXN01187,7953,bank_decline,net_banking,loyal,1,0.94,4,32,6,1
TXN01188,4896,card_expired,net_banking,loyal,3,0.39,2,33,41,0
TXN01189,11377,card_expired,net_banking,regular,3,0.33,5,4,32,0
TXN01190,9388,network_error,debit_card,new,2,0.56,4,26,10,1
TXN01191,14522,card_expired,credit_card,regular,2,0.62,4,58,60,1
TXN01192,3153,network_error,net_banking,regular,1,0.57,0,21,44,0
TXN01193,8167,insufficient_funds,net_banking,new,2,0.61,4,10,61,1
TXN01194,3697,bank_decline,credit_card,loyal,2,0.34,6,24,56,0
TXN01195,3696,network_error,debit_card,new,3,0.59,2,41,23,1
TXN01196,1334,bank_decline,net_banking,new,2,0.89,3,56,54,0
TXN01197,11171,bank_decline,debit_card,new,1,0.91,3,22,39,1
TXN01198,5922,card_expired,net_banking,regular,3,0.77,1,45,56,0
TXN01199,11552,technical_error,net_banking,new,3,0.83,4,13,10,0
TXN01200,9677,technical_error,debit_card,regular,3,0.97,5,48,41,1
TXN01201,14888,card_expired,debit_card,regular,2,0.38,5,27,34,0
TXN01202,260,card_expired,debit_card,loyal,2,0.73,4,7,5,1
TXN01203,3274,card_expired,debit_card,loyal,2,0.45,1,13,2,0
TXN01204,6160,network_error,upi,regular,3,0.86,0,45,64,1
TXN01205,7671,card_expired,net_banking,regular,2,0.86,3,34,43,1
TXN01206,3080,card_expired,net_banking,regular,1,0.68,1,35,56,0
TXN01207,14045,card_expired,upi,loyal,3,0.94,6,7,12,0
TXN01208,1900,network_error,credit_card,loyal,2,0.37,5,49,70,1
TXN01209,7476,technical_error,credit_card,loyal,2,0.88,1,15,59,1
TXN01210,2075,insufficient_funds,net_banking,new,2,0.96,3,27,51,1
TXN01211,6338,insufficient_funds,upi,regular,3,0.48,6,58,54,0
TXN01212,268,card_expired,credit_card,new,1,0.4,2,54,67,0
TXN01213,10029,bank_decline,upi,new,3,0.98,1,36,51,1
TXN01214,10758,card_expired,credit_card,loyal,2,0.39,5,25,23,0
TXN01215,5412,technical_error,debit_card,regular,1,0.37,6,9,65,1
TXN01216,9652,card_expired,upi,loyal,1,0.95,1,6,12,1
TXN01217,389,technical_error,debit_card,new,3,0.78,0,37,49,1
TXN01218,12228,insufficient_funds,net_banking,loyal,3,0.83,1,16,29,1
TXN01219,8972,insufficient_funds,net_banking,regular,3,0.34,0,60,19,0
TXN01220,10659,technical_error,credit_card,new,2,0.93,0,7,19,1
TXN01221,14857,insufficient_funds,credit_card,new,2,0.87,6,14,51,1
TXN01222,13232,network_error,net_banking,new,2,0.95,0,14,54,1
TXN01223,5337,card_expired,debit_card,new,2,0.31,1,43,5,0
TXN01224,5816,bank_decline,net_banking,loyal,3,0.67,1,34,33,0
TXN01225,3359,technical_error,credit_card,loyal,1,0.65,6,10,28,0
TXN01226,2080,insufficient_funds,credit_card,regular,1,0.45,5,45,17,0
TXN01227,8090,insufficient_funds,credit_card,regular,3,0.68,2,30,64,0
TXN01228,6752,insufficient_funds,upi,new,1,0.77,5,18,51,1
TXN01229,13195,technical_error,upi,new,1,0.95,3,28,58,1
TXN01230,12440,bank_decline,upi,loyal,1,0.71,3,13,46,1
TXN01231,10566,network_error,net_banking,new,1,0.95,2,38,53,1
TXN01232,13744,technical_error,upi,regular,1,0.38,6,21,55,0
TXN01233,6061,insufficient_funds,credit_card,new,3,0.55,1,50,41,1
TXN01234,5419,network_error,upi,new,2,0.69,2,58,30,1
TXN01235,6517,bank_decline,debit_card,loyal,1,0.37,2,46,10,0
TXN01236,10788,card_expired,net_banking,regular,2,0.43,0,52,64,0
TXN01237,4696,card_expired,credit_card,new,2,0.42,2,38,50,0
TXN01238,548,bank_decline,credit_card,loyal,3,0.97,3,19,17,0
TXN01239,6799,network_error,credit_card,regular,3,0.31,3,7,54,0
TXN01240,4700,bank_decline,upi,regular,1,0.68,2,32,7,0
TXN01241,11610,card_expired,net_banking,loyal,1,0.87,4,7,4,1
TXN01242,13724,network_error,debit_card,new,2,0.89,5,28,29,1
TXN01243,3331,bank_decline,credit_card,loyal,1,0.48,6,3,15,1
TXN01244,5185,network_error,upi,regular,3,0.72,6,25,35,0
TXN01245,2457,technical_error,net_banking,new,1,0.52,1,49,53,0
TXN01246,11148,network_error,debit_card,loyal,2,0.75,2,21,62,1
TXN01247,4522,bank_decline,credit_card,regular,3,0.87,1,43,27,0
TXN01248,1431,card_expired,credit_card,new,1,0.76,3,53,50,1
TXN01249,1912,bank_decline,debit_card,loyal,3,0.65,2,49,40,0
TXN01250,10936,insufficient_funds,credit_card,new,1,0.92,3,29,66,1
TXN01251,6756,insufficient_funds,credit_card,regular,2,0.41,2,56,14,1
TXN01252,14555,network_error,credit_card,new,1,0.91,1,18,4,1
TXN01253,8898,card_expired,upi,regular,1,0.93,0,23,56,1
TXN01254,6703,technical_error,net_banking,loyal,2,0.34,2,24,13,1
TXN01255,6467,card_expired,debit_card,regular,1,0.57,4,18,68,0
TXN01256,8697,card_expired,credit_card,loyal,1,0.74,0,15,15,1
TXN01257,784,technical_error,upi,new,1,0.66,2,15,52,1
TXN01258,1859,insufficient_funds,upi,regular,1,0.42,1,23,37,0
TXN01259,4918,network_error,credit_card,new,3,0.92,4,31,40,0
TXN01260,11471,insufficient_funds,debit_card,regular,3,0.35,1,22,59,0
TXN01261,408,card_expired,net_banking,regular,1,0.42,2,57,10,1
TXN01262,12656,network_error,upi,regular,3,0.3,6,16,61,1
TXN01263,13617,network_error,upi,new,3,0.64,6,10,13,1
TXN01264,13370,bank_decline,net_banking,regular,3,0.54,4,17,63,0
TXN01265,7716,network_error,upi,regular,3,0.53,4,50,62,1
TXN01266,11435,technical_error,credit_card,new,2,0.88,5,10,46,1
TXN01267,4203,technical_error,net_banking,regular,1,0.81,1,59,49,1
TXN01268,4687,technical_error,net_banking,loyal,1,0.48,5,23,43,1
TXN01269,7036,bank_decline,upi,new,1,0.69,5,22,16,0
TXN01270,7655,technical_error,upi,regular,1,0.96,3,60,19,1
TXN01271,2661,technical_error,upi,loyal,3,0.75,2,32,37,1
TXN01272,5028,network_error,net_banking,new,1,0.49,4,8,7,0
TXN01273,283,card_expired,upi,loyal,1,0.33,1,23,37,0
TXN01274,8424,technical_error,debit_card,new,3,0.48,5,13,56,0
TXN01275,1522,bank_decline,debit_card,new,2,0.93,1,52,50,0
TXN01276,1807,bank_decline,upi,loyal,2,0.42,3,44,42,0
TXN01277,2480,insufficient_funds,upi,new,2,0.68,2,20,11,0
TXN01278,10494,card_expired,debit_card,regular,2,0.37,4,29,41,0
TXN01279,11425,bank_decline,net_banking,regular,2,0.62,3,30,4,0
TXN01280,632,card_expired,credit_card,new,3,0.92,6,16,66,0
TXN01281,10372,technical_error,upi,new,2,0.39,5,1,60,0
TXN01282,14534,technical_error,net_banking,new,1,0.34,6,42,14,0
TXN01283,1795,bank_decline,net_banking,loyal,2,0.89,0,48,66,0
TXN01284,1068,insufficient_funds,debit_card,loyal,3,0.96,1,15,20,1
TXN01285,5293,network_error,net_banking,loyal,3,0.44,0,1,20,1
TXN01286,2183,technical_error,credit_card,new,1,0.37,0,54,65,1
TXN01287,1111,network_error,upi,regular,2,0.97,6,16,70,1
TXN01288,10239,card_expired,credit_card,regular,1,0.73,1,10,31,1
TXN01289,12351,technical_error,debit_card,regular,2,0.5,5,7,64,1
TXN01290,4708,card_expired,net_banking,loyal,1,0.62,6,28,19,1
TXN01291,7688,network_error,net_banking,new,3,0.51,5,42,57,1
TXN01292,6011,insufficient_funds,net_banking,loyal,2,0.49,1,23,65,0
TXN01293,8444,insufficient_funds,upi,loyal,3,0.57,0,12,20,1
TXN01294,11983,technical_error,upi,regular,3,0.88,1,18,39,0
TXN01295,1317,card_expired,net_banking,regular,3,0.75,4,46,65,0
TXN01296,8808,bank_decline,debit_card,loyal,2,0.7,4,23,52,1
TXN01297,683,insufficient_funds,debit_card,new,3,0.37,5,31,42,0
TXN01298,12844,insufficient_funds,credit_card,new,3,0.91,6,27,9,1
TXN01299,4303,network_error,credit_card,loyal,1,0.6,2,39,4,0
TXN01300,5461,network_error,net_banking,regular,1,0.97,4,36,26,1
TXN01301,8246,card_expired,upi,new,1,0.8,3,53,68,0
TXN01302,3350,network_error,credit_card,loyal,3,0.37,0,52,18,0
TXN01303,6091,card_expired,credit_card,regular,1,0.76,5,42,68,0
TXN01304,13838,insufficient_funds,net_banking,loyal,2,0.54,4,55,18,0
TXN01305,7390,card_expired,net_banking,new,3,0.35,6,34,39,0
TXN01306,8370,insufficient_funds,credit_card,loyal,3,0.53,1,53,38,0
TXN01307,4318,card_expired,upi,new,1,0.96,0,35,31,0
TXN01308,10214,technical_error,upi,regular,3,0.34,5,58,15,0
TXN01309,4509,network_error,credit_card,regular,2,0.48,2,57,8,1
TXN01310,9163,bank_decline,credit_card,new,2,0.35,4,58,5,0
TXN01311,1359,card_expired,credit_card,loyal,2,0.94,2,47,6,1
TXN01312,8336,technical_error,debit_card,loyal,2,0.59,2,51,30,1
TXN01313,1106,network_error,debit_card,loyal,3,0.89,5,44,3,1
TXN01314,1054,card_expired,net_banking,loyal,1,0.59,3,36,18,1
TXN01315,2133,technical_error,upi,regular,1,0.53,0,16,30,1
TXN01316,364,insufficient_funds,net_banking,loyal,3,0.69,6,1,32,0
TXN01317,1455,network_error,debit_card,regular,1,0.49,2,23,32,0
TXN01318,2325,technical_error,net_banking,regular,3,0.38,0,5,33,0
TXN01319,3572,card_expired,upi,new,2,0.78,2,50,71,0
TXN01320,10909,insufficient_funds,upi,regular,3,0.67,0,4,45,0
TXN01321,11758,technical_error,net_banking,regular,1,0.44,1,54,67,1
TXN01322,12355,technical_error,debit_card,new,2,0.79,6,10,5,0
TXN01323,11641,card_expired,net_banking,new,1,0.64,0,18,36,0
TXN01324,5121,network_error,credit_card,regular,3,0.56,0,56,49,1
TXN01325,927,insufficient_funds,debit_card,regular,1,0.75,4,4,40,1
TXN01326,12700,bank_decline,credit_card,loyal,2,0.93,2,52,28,0
TXN01327,5786,technical_error,net_banking,regular,3,0.93,6,4,14,0
TXN01328,12017,bank_decline,net_banking,regular,3,0.79,6,34,34,0
TXN01329,6447,card_expired,debit_card,new,1,0.49,5,18,11,0
TXN01330,12837,technical_error,upi,regular,3,0.57,4,18,47,1
TXN01331,4304,technical_error,credit_card,new,2,0.69,2,54,34,0
TXN01332,7471,card_expired,credit_card,regular,1,0.62,2,31,72,1
TXN01333,1159,technical_error,credit_card,regular,3,0.67,0,29,24,1
TXN01334,13089,bank_decline,upi,regular,1,0.45,1,10,7,1
TXN01335,10924,network_error,debit_card,loyal,3,0.89,4,21,6,1
TXN01336,3934,network_error,upi,regular,1,0.76,6,55,46,1
TXN01337,932,technical_error,debit_card,regular,1,0.35,3,8,66,1
TXN01338,3543,bank_decline,upi,loyal,2,0.35,3,57,37,1
TXN01339,5550,technical_error,upi,regular,2,0.91,2,31,38,1
TXN01340,2826,bank_decline,credit_card,regular,1,0.92,0,7,28,0
TXN01341,8568,technical_error,upi,new,2,0.86,0,43,20,1
TXN01342,10836,network_error,credit_card,new,3,0.64,4,41,71,0
TXN01343,9030,network_error,credit_card,loyal,2,0.75,4,29,41,1
TXN01344,13897,technical_error,upi,new,2,0.47,6,24,30,0
TXN01345,12458,network_error,debit_card,regular,3,0.95,3,24,11,1
TXN01346,8484,network_error,upi,loyal,2,0.71,3,51,54,1
TXN01347,13763,insufficient_funds,debit_card,regular,3,0.7,1,39,34,0
TXN01348,5796,bank_decline,credit_card,new,2,0.59,1,37,64,0
TXN01349,12859,insufficient_funds,debit_card,regular,1,0.41,3,17,71,0
TXN01350,7898,network_error,debit_card,new,2,0.32,1,5,17,0
TXN01351,8872,card_expired,net_banking,regular,1,0.57,4,16,38,1
TXN01352,14903,bank_decline,credit_card,loyal,1,0.35,2,29,53,0
TXN01353,12335,card_expired,upi,regular,3,0.39,1,47,66,0
TXN01354,14873,network_error,upi,loyal,3,0.61,2,29,23,1
TXN01355,9835,bank_decline,credit_card,new,2,0.64,0,37,67,0
TXN01356,9699,technical_error,net_banking,regular,2,0.56,6,12,19,1
TXN01357,12236,insufficient_funds,net_banking,loyal,2,0.69,4,21,13,1
TXN01358,2913,network_error,upi,regular,2,0.6,1,19,34,0
TXN01359,12544,network_error,debit_card,loyal,2,0.4,1,36,66,0
TXN01360,648,technical_error,credit_card,loyal,3,0.84,0,32,4,1
TXN01361,4817,technical_error,net_banking,loyal,2,0.65,6,30,38,0
TXN01362,11935,network_error,net_banking,regular,2,0.48,6,9,36,0
TXN01363,2108,bank_decline,credit_card,loyal,1,0.79,2,11,65,1
TXN01364,7629,technical_error,credit_card,loyal,3,0.51,0,28,13,0
TXN01365,13212,technical_error,upi,new,3,0.75,5,3,2,1
TXN01366,9806,card_expired,debit_card,loyal,1,0.48,1,32,24,0
TXN01367,4830,insufficient_funds,debit_card,loyal,1,0.95,6,47,28,1
TXN01368,1302,card_expired,debit_card,loyal,1,0.33,5,17,49,0
TXN01369,4045,bank_decline,net_banking,loyal,3,0.95,2,54,30,0
TXN01370,11144,card_expired,net_banking,loyal,2,0.71,4,31,38,1
TXN01371,2041,bank_decline,net_banking,regular,2,0.47,3,8,23,0
TXN01372,5424,network_error,upi,loyal,2,0.78,6,57,62,0
TXN01373,14355,card_expired,net_banking,loyal,1,0.32,2,33,28,0
TXN01374,13025,card_expired,credit_card,loyal,2,0.48,2,27,51,0
TXN01375,7166,card_expired,upi,new,2,0.63,1,22,6,0
TXN01376,6914,insufficient_funds,debit_card,loyal,1,0.83,0,40,43,1
TXN01377,9043,network_error,credit_card,regular,1,0.83,2,59,46,1
TXN01378,9258,network_error,credit_card,loyal,1,0.55,1,11,69,1
TXN01379,11960,insufficient_funds,upi,new,2,0.53,1,36,32,0
TXN01380,791,network_error,credit_card,loyal,2,0.84,0,11,37,1
TXN01381,3968,insufficient_funds,credit_card,regular,3,0.38,6,25,52,0
TXN01382,12332,bank_decline,credit_card,new,1,0.64,5,49,54,1
TXN01383,12367,technical_error,debit_card,new,3,0.7,3,13,40,0
TXN01384,7165,technical_error,credit_card,regular,2,0.61,0,17,61,1
TXN01385,7237,network_error,debit_card,regular,3,0.49,2,59,69,0
TXN01386,6465,network_error,net_banking,loyal,2,0.95,6,35,14,1
TXN01387,9667,network_error,net_banking,new,2,0.55,4,7,40,1
TXN01388,13465,network_error,credit_card,loyal,1,0.44,3,38,32,1
TXN01389,6805,technical_error,net_banking,loyal,3,0.87,6,15,8,0
TXN01390,4329,card_expired,upi,loyal,2,0.87,0,21,53,0
TXN01391,4593,insufficient_funds,net_banking,loyal,2,0.51,5,16,42,0
TXN01392,8113,technical_error,credit_card,new,2,0.78,3,9,2,1
TXN01393,12457,network_error,debit_card,new,2,0.89,0,3,55,1
TXN01394,10459,technical_error,net_banking,new,3,0.89,3,26,2,1
TXN01395,7334,bank_decline,upi,loyal,2,0.72,2,37,22,1
TXN01396,8772,insufficient_funds,upi,loyal,3,0.47,3,14,43,0
TXN01397,11998,insufficient_funds,debit_card,loyal,3,0.86,0,21,54,1
TXN01398,7908,network_error,credit_card,regular,3,0.43,5,7,69,0
TXN01399,1751,network_error,net_banking,loyal,1,0.35,5,36,29,1
TXN01400,431,insufficient_funds,upi,regular,2,0.7,2,24,52,0
TXN01401,9393,technical_error,debit_card,new,3,0.4,5,14,36,1
TXN01402,9435,network_error,debit_card,loyal,3,0.74,3,22,36,0
TXN01403,12279,technical_error,net_banking,new,1,0.3,1,14,12,0
TXN01404,10274,insufficient_funds,debit_card,new,2,0.89,2,5,7,1
TXN01405,13425,card_expired,net_banking,loyal,2,0.52,4,49,16,0
TXN01406,6642,card_expired,net_banking,loyal,2,0.54,6,34,41,0
TXN01407,14671,technical_error,debit_card,new,3,0.87,5,10,56,0
TXN01408,8229,bank_decline,credit_card,loyal,2,0.74,1,2,47,0
TXN01409,12827,bank_decline,net_banking,new,3,0.68,1,25,48,1
TXN01410,12449,network_error,debit_card,regular,2,0.66,0,38,40,1
TXN01411,6243,bank_decline,credit_card,loyal,2,0.32,2,42,62,0
TXN01412,11595,bank_decline,upi,loyal,1,0.96,6,2,61,0
TXN01413,10558,card_expired,net_banking,new,2,0.81,5,49,70,0
TXN01414,825,bank_decline,credit_card,loyal,3,0.4,5,12,17,0
TXN01415,13865,network_error,credit_card,regular,3,0.78,2,7,70,1
TXN01416,14168,insufficient_funds,credit_card,regular,3,0.88,2,58,22,0
TXN01417,9814,bank_decline,credit_card,loyal,2,0.58,5,43,8,1
TXN01418,13717,technical_error,debit_card,loyal,2,0.36,3,3,36,0
TXN01419,11483,technical_error,net_banking,new,3,0.81,6,1,40,1
TXN01420,5945,network_error,upi,regular,3,0.87,0,37,60,1
TXN01421,1683,insufficient_funds,credit_card,new,2,0.7,0,50,22,0
TXN01422,3763,bank_decline,net_banking,new,3,0.94,2,54,25,0
TXN01423,12293,insufficient_funds,upi,new,2,0.78,1,18,18,0
TXN01424,6982,insufficient_funds,debit_card,regular,1,0.42,2,17,57,1
TXN01425,8226,bank_decline,upi,regular,3,0.66,6,41,22,1
TXN01426,13876,technical_error,net_banking,new,3,0.69,5,28,45,0
TXN01427,11374,bank_decline,debit_card,regular,3,0.96,4,54,35,1
TXN01428,12871,insufficient_funds,upi,new,2,0.48,0,34,24,0
TXN01429,7855,technical_error,upi,regular,3,0.56,4,58,5,1
TXN01430,1913,bank_decline,credit_card,new,2,0.62,2,42,13,1
TXN01431,6065,bank_decline,debit_card,regular,3,0.43,0,29,59,0
TXN01432,11578,card_expired,net_banking,regular,1,0.47,2,39,44,0
TXN01433,6772,bank_decline,credit_card,new,3,0.37,3,50,35,0
TXN01434,6765,technical_error,credit_card,new,3,0.41,2,57,68,1
TXN01435,9505,insufficient_funds,debit_card,loyal,2,0.84,0,6,40,0
TXN01436,2517,bank_decline,net_banking,regular,1,0.61,5,10,26,0
TXN01437,5136,bank_decline,credit_card,new,1,0.88,3,6,32,1
TXN01438,9298,bank_decline,credit_card,regular,1,0.53,3,36,51,0
TXN01439,7938,card_expired,net_banking,loyal,1,0.82,0,25,17,1
TXN01440,2387,card_expired,upi,regular,3,0.8,3,39,51,0
TXN01441,5883,card_expired,credit_card,new,3,0.42,1,24,47,0
TXN01442,13687,network_error,net_banking,new,3,0.46,3,13,6,1
TXN01443,7333,network_error,upi,regular,3,0.42,1,19,40,1
TXN01444,13655,card_expired,credit_card,regular,2,0.42,3,44,67,0
TXN01445,7817,network_error,upi,loyal,3,0.37,6,26,2,1
TXN01446,2309,technical_error,net_banking,loyal,2,0.31,5,43,52,0
TXN01447,1093,bank_decline,net_banking,regular,3,0.73,4,52,58,0
TXN01448,12995,card_expired,upi,loyal,2,0.38,1,28,69,0
TXN01449,14459,network_error,debit_card,new,2,0.94,5,38,34,1
TXN01450,13517,technical_error,net_banking,regular,1,0.62,0,8,63,1
TXN01451,1020,technical_error,upi,regular,2,0.53,2,50,4,0
TXN01452,3128,bank_decline,upi,regular,1,0.6,2,41,5,0
TXN01453,6053,network_error,net_banking,new,1,0.36,0,9,19,0
TXN01454,7263,bank_decline,upi,regular,3,0.72,6,58,68,0
TXN01455,865,network_error,upi,regular,1,0.4,5,41,13,1
TXN01456,12084,network_error,upi,loyal,3,0.51,3,2,24,0
TXN01457,4408,network_error,net_banking,new,1,0.69,2,40,66,1
TXN01458,13204,insufficient_funds,credit_card,regular,3,0.62,6,60,56,0
TXN01459,11486,insufficient_funds,upi,loyal,3,0.33,3,59,24,0
TXN01460,4667,network_error,net_banking,new,1,0.83,5,9,36,1
TXN01461,10015,bank_decline,credit_card,new,1,0.31,2,15,9,0
TXN01462,12130,technical_error,net_banking,loyal,2,0.73,2,35,50,1
TXN01463,9336,network_error,upi,regular,2,0.54,3,10,60,0
TXN01464,8375,insufficient_funds,debit_card,loyal,2,0.47,0,43,11,0
TXN01465,9396,bank_decline,credit_card,new,3,0.97,2,20,38,0
TXN01466,7597,card_expired,credit_card,new,3,0.7,4,23,56,0
TXN01467,12732,network_error,upi,loyal,3,0.63,1,25,69,1
TXN01468,10147,network_error,credit_card,regular,1,0.44,0,37,38,1
TXN01469,2806,card_expired,net_banking,regular,1,0.58,4,18,41,0
TXN01470,10526,network_error,upi,loyal,3,0.66,1,55,52,1
TXN01471,7800,bank_decline,net_banking,new,1,0.57,0,35,43,0
TXN01472,10951,insufficient_funds,credit_card,regular,3,0.74,3,27,25,0
TXN01473,10339,insufficient_funds,debit_card,loyal,3,0.64,0,39,53,0
TXN01474,5525,technical_error,debit_card,new,3,0.73,5,6,48,1
TXN01475,10052,card_expired,debit_card,new,2,0.55,6,16,23,0
TXN01476,11878,insufficient_funds,upi,new,2,0.34,0,14,60,0
TXN01477,11401,technical_error,net_banking,new,1,0.96,4,42,15,0
TXN01478,13927,bank_decline,debit_card,new,2,0.79,0,1,5,0
TXN01479,6857,technical_error,net_banking,regular,1,0.83,2,57,69,1
TXN01480,12923,technical_error,credit_card,regular,2,0.86,0,19,51,0
TXN01481,12080,network_error,upi,regular,3,0.93,5,42,57,1
TXN01482,2232,network_error,debit_card,regular,3,0.81,0,47,22,1
TXN01483,10956,bank_decline,debit_card,new,2,0.44,0,22,10,0
TXN01484,11817,card_expired,debit_card,regular,2,0.5,3,22,58,0
TXN01485,9509,bank_decline,credit_card,new,1,0.65,0,15,48,0
TXN01486,11894,bank_decline,upi,loyal,1,0.69,2,31,57,0
TXN01487,2730,insufficient_funds,debit_card,loyal,2,0.88,2,41,30,1
TXN01488,3667,technical_error,upi,new,3,0.31,2,47,66,0
TXN01489,8667,card_expired,net_banking,loyal,1,0.96,5,10,65,1
TXN01490,6333,card_expired,net_banking,loyal,1,0.89,3,12,62,0
TXN01491,433,network_error,upi,new,2,0.44,1,18,16,0
TXN01492,6040,card_expired,net_banking,loyal,3,0.92,6,48,68,0
